"File","PrimaryModule","ReferencedBy","Disposition","SizeBytes","SHA256","Notes"
"src/master/MainUI/frmNLogs.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","10676","55D9ECA7D137A850BEF71950C6409B2C852089FA6F6DD6928F9706F902DDA76B","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSetOutValue.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","1955","2CB5A2540479A34673C27F0E858BD7893705822EFE59CB624DE27B2EA18C37A0","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSetOutValue.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","6879","54F986F778B340725B6AED21C1C8611C306B59AFEDAF6234A775BDECF0DF279E","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSetOutValue.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSettingMain.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5000","9A16941E92C05C91A204FD4A5F3CA769F3151C81AD2F1F834EA9CD5407C57AF6","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSettingMain.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5199","4CD317C1FAEAE43AABB0DE61A1AC79F23A6788DE34BD85D8646E7DD65E733FC1","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSettingMain.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","45601","41673694634D6F28CB22A3BF6F1836533322AC6F539F77CD10BF2979B5CAAABA","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSpec.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","3233","EE6AA4AEC28F343C68FF52DFF1595C52A060015A4BC1246D0ADDB1357BCB2A0D","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSpec.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","10215","A1DD04CEC4569069AC13E6874A0236438D7E4D983FC752DBA797418C50DA0295","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/frmSpec.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/img/开关-关.png","ui-assets","XXX.TestBench.Avalonia","Replace","975","900773F3DE80EC52F6ED96D495E948BCF5AA830EC8A7FB7CB6B3377A83F219D2","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/开关-开.png","ui-assets","XXX.TestBench.Avalonia","Replace","1085","417B10C9D882A383832AA728F0469779AEB40A1FA194D084A49F0D31D2BDF665","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/日志图标/红色感叹号-ERROR.png","ui-assets","XXX.TestBench.Avalonia","Replace","6012","971B6C71ED54C93DFF53E0FBF7355534F5EA8987FFF7F210BDE80472CF800FDC","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/日志图标/红色停止-FATAL.png","ui-assets","XXX.TestBench.Avalonia","Replace","5268","BBBCEFCFF99126C8C59BB0BCFB82C2284F0CE7C92E466E5673ACD5DFDCD7D2E6","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/日志图标/黄色提示-WARN.png","ui-assets","XXX.TestBench.Avalonia","Replace","6270","9A3AE8E71BC34C10596C5119CA69B23C80A43E2A2FDFF668E6991E6C4DFFA0A0","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/日志图标/搜索-DEBUG.png","ui-assets","XXX.TestBench.Avalonia","Replace","8356","2068B7156B1687EBDA70B93E7593E0C873A99162187251B88CCE2B99485AC513","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/日志图标/提示-trace.png","ui-assets","XXX.TestBench.Avalonia","Replace","6428","213553A4D7C233D08F0458B0CF298CC17E0B70BEE95C8EFBDA137AA906718AEF","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/日志图标/info-fill.png","ui-assets","XXX.TestBench.Avalonia","Replace","6577","B4BBB51486434770D4254E6B72E77EBA33BEB4C2524CC881F9DF9D8A147FA794","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/CRRC_full_透明.png","ui-assets","XXX.TestBench.Avalonia","Replace","14146","05BA20EDC60F53811CECCC8D0F74E80EED8632F69B366769FA4BF876AAA79A1C","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/ico.ico","ui-assets","XXX.TestBench.Avalonia","Replace","4286","B9F976A0724595DC30CA329B73851F0061EB5FF8A79CCAD3AA6F9E71406BC1A8","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/kgled_OFF.gif","ui-assets","XXX.TestBench.Avalonia","Replace","6114","BC0A526A8FA1675600E99DB9473CCAB9F10BEEE4FB0A276C84BB01A02DB170E5","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/kgled_ON_red.gif","ui-assets","XXX.TestBench.Avalonia","Replace","5514","B03C50D2811A728A4453B8C6CDBC7FB37A82C0FA2D79411DCF3BB8F86F087FDC","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/kgled_ON.gif","ui-assets","XXX.TestBench.Avalonia","Replace","6360","27A1CC3FE524449A50EFC587B100CDEDEB1DCAE93B8670574C8F5873D8D89652","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/logo.ico","ui-assets","XXX.TestBench.Avalonia","Replace","66610","9C833C81C535E49081E0EEDBAD1780511466DC2D5E8D665993F508391BE0EAF9","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/logo.png","ui-assets","XXX.TestBench.Avalonia","Replace","60485","C83D44295912C59BABB2CE0E51702B101B55B243706E873FF59822242A35C620","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/参数管理.png","ui-assets","XXX.TestBench.Avalonia","Replace","958","6F50BB8CF2BF02FC98B73181EC84ACF5E30790FD1C5ED2C00FF3FD0BD37F1D5E","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/日志管理.png","ui-assets","XXX.TestBench.Avalonia","Replace","430","7463D9872A776B9A649F9C7822D86551C2447A7587884DDC23DB9A5B0FC7F2C3","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/设备检查.png","ui-assets","XXX.TestBench.Avalonia","Replace","658","CEFEE567C949C4DD858EC720908FBB565800B12533CB004A1BBD370A486984BC","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/数据查询 (2).png","ui-assets","XXX.TestBench.Avalonia","Replace","591","D223B5F030582AAE41679877082897BDB5579A3E55C248BFB00CA047945E8BCB","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/维保计划.png","ui-assets","XXX.TestBench.Avalonia","Replace","709","AD2E0B30B11783E5C803814C94ECFD5B4F8823409159D6455FE638937DFFC6B7","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/维保计量.png","ui-assets","XXX.TestBench.Avalonia","Replace","563","DC73D25D2901779CB35245E12A424734D0C55D218462774CA543A33DC63DA15A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/问题统计.png","ui-assets","XXX.TestBench.Avalonia","Replace","480","FFBA9F1CA8DC3C53DBD1C1B8301CD45897AE9ACB1536EE3C84D0DAFF2CCE468D","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/硬件校准.png","ui-assets","XXX.TestBench.Avalonia","Replace","868","A7F4579016B63F093E1476FC7D974BDFE94933CDC41EC3520887193A383D8DD5","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/32×32/左侧_高发问题统计.png","ui-assets","XXX.TestBench.Avalonia","Replace","1348","2F498D1DB00E41A8B374DC21951A79BFAFDDDFEFA4C0BEF0CB0352011BE1220D","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/保存报表.png","ui-assets","XXX.TestBench.Avalonia","Replace","363","398D90B949C2EE6238287721D89EB756D828EF3D4235873B548A9EBDE8CEA75A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/保护参数-25+27.png","ui-assets","XXX.TestBench.Avalonia","Replace","421","87A47614DF73DAA207C47EF0054EBAF47A3381A20A095647ECD16D4BF6B479D4","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/参数设置-25+25.png","ui-assets","XXX.TestBench.Avalonia","Replace","317","EE6361BA9C71567C1B1E5F24B46BE3769D4E9F4E3C8D3F39C8932D6799D000C9","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/打印.png","ui-assets","XXX.TestBench.Avalonia","Replace","391","F3A62F75BFC300C350C1BEA1E6A4C56DB5197B566E6192730FEDA0E8F52A79AF","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/更改密码-浅色.png","ui-assets","XXX.TestBench.Avalonia","Replace","1662","A82A94E675B2572D732149ED60E0658E6889DAA1A4E1B302D2AD819D5D122E35","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/更改密码-深色.png","ui-assets","XXX.TestBench.Avalonia","Replace","2936","290B1A6956BE8F369DE791D5988C7CBDE1D0FA0C0F16880EEDF354359A965C04","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/关于设备云 (1).png","ui-assets","XXX.TestBench.Avalonia","Replace","956","D1CBC3093EB12CB10776843218CDADF28B578D160F1D255E167740D5BCE32C7C","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/关于设备云.png","ui-assets","XXX.TestBench.Avalonia","Replace","1140","DA12BC2B337C23972642D674362F5A7F4F9D753A9E131D443122FB21C082DE10","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/红灯.png","ui-assets","XXX.TestBench.Avalonia","Replace","4889","D4A6C858FB0BAB8538E9B9116800649E3E9F7D3154E6AC2E9461299845166D51","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/灰灯.png","ui-assets","XXX.TestBench.Avalonia","Replace","24923","4674566F6AAF5156C3734BBCB959C6EE2A13F8ADE8B70837A111F15520F1AFA6","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/角色管理.png","ui-assets","XXX.TestBench.Avalonia","Replace","466","CA555A66DE26E2D2DB6950748230D3F0495A5472C0DA9F018B52B2ADAFCFA63F","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/类型管理.png","ui-assets","XXX.TestBench.Avalonia","Replace","278","B46B2DBEAF7A6C3D804716DB41BBBC998A1BB2F2043A3F70CB435D3CBA975C2D","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/绿灯.png","ui-assets","XXX.TestBench.Avalonia","Replace","4887","159E3746238BC765FBEF2214D6D0532DE868AB2F95257D818D1D9CC74F0A0B7D","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/模块.png","ui-assets","XXX.TestBench.Avalonia","Replace","449","5DA69373D5E67ACD571576C6961BFD712655D47AC553156366AB31014FC724E9","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/权限分配.png","ui-assets","XXX.TestBench.Avalonia","Replace","809","2891E0A07C6125CD1EC557F2C6CE3AFDCB78ACD858D0679F94D066C960DEAD20","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/人员管理-25+25.png","ui-assets","XXX.TestBench.Avalonia","Replace","407","E3E675F4EC47A6C98D115C427D09BC7FDCDE776188112F814E960C3124EC4EC0","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/任务查看.png","ui-assets","XXX.TestBench.Avalonia","Replace","581","BEC9D7E85FB7E9CAAA625E40DC7F0B374FD539A2DE69C7F0A6DB7DE07F3E94B2","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/任务导入.png","ui-assets","XXX.TestBench.Avalonia","Replace","495","5C5C2715EC529E865456A28BC5FD62A914584149E9450E139268F61A44D1A38C","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/日志-浅色（39×39).png","ui-assets","XXX.TestBench.Avalonia","Replace","3648","5B82A91DE9E2A8A7628DC3D9630C81DE5E775D18B57EFA6E74C74DAD21BA0ABF","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/上传.png","ui-assets","XXX.TestBench.Avalonia","Replace","357","C7C5BADAAFADB81571220C251FA6D1C43EC2617AD45BD1DA08FD4D08F6CC2818","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/上翻.png","ui-assets","XXX.TestBench.Avalonia","Replace","2342","9A5B6285CB1C9D2CD2EC4EA8AE234A36B2457A4E25A3168370CF1CD575745B9A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/设备检查-浅色.png","ui-assets","XXX.TestBench.Avalonia","Replace","1395","2496FF061FFA6902B14F06AEFDC2FC28D91E546BBB3E254C9EF0FDA08177C5B8","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/设备检查-浅色（40×40）.png","ui-assets","XXX.TestBench.Avalonia","Replace","3854","AF81162955762A4F3A4C88DA96ECB80DBB6F6AEA386BD047DFA3249264D5D58E","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/设备检查-深色.png","ui-assets","XXX.TestBench.Avalonia","Replace","2377","5AA1AB45140D1D59106FFFB0BD75FFE38C5AAA7A7C479F4C68339875BE1BED7F","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/设备认证.png","ui-assets","XXX.TestBench.Avalonia","Replace","439","8C22FB322F5F4F1F1867AB690E0A3D5A6677AAF4D895FB52F998C11342E7DF26","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/数据查询-浅色.png","ui-assets","XXX.TestBench.Avalonia","Replace","1277","D7CC1592BD02D9FD67CE06942E719832BFC25FC374B0A457445DC33EA2267864","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/数据查询-浅色（39×39).png","ui-assets","XXX.TestBench.Avalonia","Replace","4155","6986C2C8677A8ACA54D9BCCCC6C9331CDC763FD5AD275A8B0EACFACE2D799EB4","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/数据查询-浅色（40×40）.png","ui-assets","XXX.TestBench.Avalonia","Replace","3680","2590D684FFB8795BB4767EC69EBCF958CF7261DB41C6BA09B06FEFC473EE7B65","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/数据查询-深色.png","ui-assets","XXX.TestBench.Avalonia","Replace","1295","BFBF79D2B9E0669D084A5A7C3C8A213F222AB47D587E4AF4DE4A4E8013019271","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/数据管理-浅色.png","ui-assets","XXX.TestBench.Avalonia","Replace","2049","E04A5CFC704CC5EE92F45583D127C291EFF9DE5B87C3A59D6B4AED225C4B0519","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/数据管理-浅色（40×40）.png","ui-assets","XXX.TestBench.Avalonia","Replace","4315","F9C627126E7913096A3BAA4968AE2550BCF37C2E16C1AE7C54549C71E94DAE46","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/数据管理-深色.png","ui-assets","XXX.TestBench.Avalonia","Replace","2093","D0529ADDD653F6037D42BAF06A1696E1D799E879610B8091BB9927917328BF2D","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/退出-25.25.png","ui-assets","XXX.TestBench.Avalonia","Replace","723","F363126924B48D4EF8F0A7A7639C9C63D91967CF36B438589E3AF4FB32857A26","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/退出-30.30.png","ui-assets","XXX.TestBench.Avalonia","Replace","882","D19F1999C1E8895133EE29F6A97ED3F7AAD86A16AD2E52E5EB06F03987B633C6","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/退出-浅色-30+30.png","ui-assets","XXX.TestBench.Avalonia","Replace","351","29D622E727AED6FA9987806A1FAFD747A602865C4E8780AED84AD70628FD473D","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/退出.png","ui-assets","XXX.TestBench.Avalonia","Replace","393","EAA7A25F188AFE81C71F8E4FDF8FA28448CFA073E57200F1BD0453B218E1E2DF","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/维保计量-浅色（39×39).png","ui-assets","XXX.TestBench.Avalonia","Replace","4826","34ED9455FDDEA2949D27F3105B461A74C85BBE957DEB63F8295BF679060196B3","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/问题统计-浅色（39×39).png","ui-assets","XXX.TestBench.Avalonia","Replace","3967","AE4175BAEC1C961F32B60B01471FC7D15AC296688D90CCADFD4696683BB4FEB8","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/下翻.png","ui-assets","XXX.TestBench.Avalonia","Replace","2364","AEF04B2DA363AF854CEF238CF2A706E77A494C9EDAD732AE71424C946B372928","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/下载.png","ui-assets","XXX.TestBench.Avalonia","Replace","351","D885556426EA0541C94F7F6C2A5F52B8CB9DBC8827C5658EB3C8C8CD7C634087","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/项点管理.png","ui-assets","XXX.TestBench.Avalonia","Replace","570","9E1174EB76D69A42A87A5BE81B78976761944115802207F7B3ADD4E88F5C36FA","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/项点配置.png","ui-assets","XXX.TestBench.Avalonia","Replace","618","A951A87CD877ED4E61F4F789509953333F78F1B0EA9B439FB7AB47C980D78A42","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/型号管理-25+25.png","ui-assets","XXX.TestBench.Avalonia","Replace","294","3F016182CEB8E9DB5AF1CF62DE84ACA40C7B24F4714831C5A81A26AD81BE0CBD","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/修改密码-25.25.png","ui-assets","XXX.TestBench.Avalonia","Replace","893","E061766ACB664EAEAE31CEA1E4CF24D5358C2214364E914DEDF014E7401AA066","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/修改密码-30.30.png","ui-assets","XXX.TestBench.Avalonia","Replace","1143","5C44D63BFE4C553048BA6AED7AEA6392F1377A78C9137669F0C35E8B74F044C2","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/修改密码-浅色--25+25.png","ui-assets","XXX.TestBench.Avalonia","Replace","353","732A01AFECC112F56E69C19E690DFD85804502B54438FAA96EE3A1A6B72F9CE6","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/修改密码-浅色--30+30.png","ui-assets","XXX.TestBench.Avalonia","Replace","391","E20217E6067A0FD006C5DFB67547BB54C6CADA7149A1B6349477E6C4A46A4257","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/硬件校准-浅色.png","ui-assets","XXX.TestBench.Avalonia","Replace","1832","78A819703A0A53E75DAC9B83BE256597425FF2DCD979D39D13F6DD5B1F4A325A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/硬件校准-浅色（40×40）.png","ui-assets","XXX.TestBench.Avalonia","Replace","4113","C7DE5693ECDA9C27E88924DA0C90F95662A46B7BBAA2AAE48CF2532C42CA37C4","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/硬件校准-深色.png","ui-assets","XXX.TestBench.Avalonia","Replace","1860","7F092F5467515B5C2D3011C84A5BE6B8B9FDE2FCF43EE3C880EB6E8EACE93543","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/用户管理-25+25.png","ui-assets","XXX.TestBench.Avalonia","Replace","388","0DFE6401F28C3B3B1BA94D5E31C4A47637017D8DF8EDE1759C71622DCD77046A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/长红色状态灯.png","ui-assets","XXX.TestBench.Avalonia","Replace","4104","AB5EFA57FC566888A1975C0B73D2773FCBAB194A4B4568A5B3F6555599E17C25","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/长绿色状态灯.png","ui-assets","XXX.TestBench.Avalonia","Replace","5849","4310059DC6882826AD565B4DC1E5D7B5803716E54830E318569316C61CD60D08","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/账号权限管理.png","ui-assets","XXX.TestBench.Avalonia","Replace","548","1671FE6F1179094A91C2E82D22DF1E02D9A9EF8247E29487BB0DB8A5D8F2B856","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/指纹.png","ui-assets","XXX.TestBench.Avalonia","Replace","690","C2F4CB02CD2EDEB4CEA7CAE3F1880B9A89DF97E7402763A6057A8617764B16E4","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/emergent.png","ui-assets","XXX.TestBench.Avalonia","Replace","4462","FA921F47B0EF841D831D91CF9215F363984B8D105E011762ABC7D6635147685A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/MAC.png","ui-assets","XXX.TestBench.Avalonia","Replace","514","06810D97696EF8B357742C31DBF88B67A4C789A22A2377807C1135A9B30A96AC","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/NewLog-大.png","ui-assets","XXX.TestBench.Avalonia","Replace","15712","27E91C9A651EFE4955A94FB8600C9549EB5C384D2477789701584ED5FB83F30B","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/NewLog-小.png","ui-assets","XXX.TestBench.Avalonia","Replace","5377","8EE84C01C3AC2662700A138EE3EBEB38BA03325E476F6BCA610C18259886E5ED","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/NewLog-中.png","ui-assets","XXX.TestBench.Avalonia","Replace","3719","A870A7570638E14965559A96C0655C4412BE86B09400345020F0FFA04E4ED045","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/noemergent.png","ui-assets","XXX.TestBench.Avalonia","Replace","7061","7A90C3B52E761777403440AF4D3BEEA55E60774E20558ACC7E9549FC26994783","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/NewUI/wKgABWblYCSEfaqOAAAAAI7DHhY6667149.png","ui-assets","XXX.TestBench.Avalonia","Replace","700","0052DFB06CF10F28FF44E36680282DF52002B5965CE83AA034CE29F83FC10ADD","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/normal.png","ui-assets","XXX.TestBench.Avalonia","Replace","2999","6BF6E97259F34655CC641B1BD77B2A33752DBB925820C320687324FEFFECE19B","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/img/scram.png","ui-assets","XXX.TestBench.Avalonia","Replace","3136","1F482EEC66077C63DD84005BF94EC47D0686F702546322AB678469DC2405884A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/InsulationWithstand/FrmInsulationWithstand.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","21880","DD00B1CAAE48CD4B865806C5447F870D5AF7E82B3E2C956E19A9356D612A2AFA","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/InsulationWithstand/FrmInsulationWithstand.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","32495","A3911970F8570F842A2F202CB23A1D4753AF0CACC20B69B96857A50D5763DA52","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/InsulationWithstand/FrmInsulationWithstand.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/InsulationWithstand/WithstandTesterClient.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","19516","93CB5775348FBF4B8AF7346A1EA9C87553FDFF7818AFE7D6525D9E36ABABCCD5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/log.txt","build-distribution","all projects;release packaging","ReferenceOnly","16","60F6AFCBB398ABA96673C478DEBEE6FBF405C363C289D4B50DA3808C1B107527","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/MainUI.csproj","build-distribution","all projects;release packaging","Replace","8270","CC1F6D83E589CE27767E95F6D6C6A5BD5FB48F096740D7742E0167825178F669","构建/发布证据；重新建立跨平台项目和离线发布物"
